Listagem de Publicações Periódicas ativas à data de 01 de setembro de 2026,,,,,,,,,,,,,,,,,,,,,,
NÚMERO DE REGISTO,DATA DE INSCRIÇÃO,DENOMINAÇÃO,SUPORTE,ÂMBITO,CONTEÚDO,PERIODICIDADE,SITUAÇÃO PP,MORADA SEDE REDAÇÃO,CÓDIGO POSTAL SEDE REDAÇÃO,LOCALIDADE SEDE REDAÇÃO,CONCELHO SEDE REDAÇÃO,DISTRITO SEDE REDAÇÃO,EDITOR,DIRETOR,DIRETOR ADJUNTO,SUBDIRETOR,NOME / DESIGNAÇÃO SOCIAL - PROPRIETÁRIO,CONCELHO,DISTRITO,REGIÃO AUTÓNOMA PROP,ENDEREÇO DE CORREIO ELETRÓNICO,WEBSITE
128074,11-11-2024,Estado com Arte Magazine,Online,Nacional,Informação Especializada,Semanal,Registo Definitivo,"R. Filinto Elísio, Piso 4, Gab. B - Edifício Ceres",2500-202,Caldas da Rainha,Caldas da Rainha,Leiria,Marta Teresa de Faria Roque Chorão Bilo,Bernardo Zea Bermudez Simões de Almeida,,,Marta Teresa de Faria Roque Chorão Bilo,Óbidos,Leiria,,marta.roque@estadocomarte.pt,https://estadocomarte.pt
128076,13-11-2024,Mafra Digital Guia Local,Online,Regional,Informação Especializada,Semanal,Registo Definitivo,"Rua dos Pomares, 16",2655-128,Baleia - Carvoeira,Mafra,Lisboa,José Carlos de Oliveira Batista Calapez,José Carlos de Oliveira Batista Calapez,,,José Carlos de Oliveira Batista Calapez,Mafra,Lisboa,,jose@calapez.pt,https://mafra.digital
128077,18-11-2024,Fórum Hospital do Futuro,Online,Nacional,Informação Especializada,Mensal,Registo Definitivo,"Viela da Fonte 2, Lote A1 R/C Esq",2710-694,Linhó,Sintra,Lisboa,Paulo Manuel Coimbra Nunes de Abreu,Paulo Manuel Coimbra Nunes de Abreu,,,Paulo Manuel Coimbra Nunes de Abreu,Sintra,Lisboa,,p.nunesdeabreu@gmail.com,https://www.hospitaldofuturo.pt
128078,18-11-2024,Pacoslook - O Poder dos Factos,Online,Regional,Informação Geral,Semanal,Registo Definitivo,"Av. Nicolau Carneiro, 31, 1º Trás",4590-511,Paços de Ferreira,Paços de Ferreira,Porto,Arnaldo Ferreira Baptista de Meireles,Arnaldo Ferreira Baptista de Meireles,,,Arnaldo Ferreira Baptista de Meireles,Paços de Ferreira,Porto,,meireles5157@gmail.com,https://www.pacoslook.pt
128079,19-11-2024,Selfie,Online,Nacional,Informação Especializada,Diária,Registo Definitivo,"R. Mário Castelhano, 40",2734-502,Queluz de Baixo,Oeiras,Lisboa,Cátia Sofia Rodrigues Soares,Cátia Sofia Rodrigues Soares,,,"Média Capital - Digital, S.A.",Oeiras,Lisboa,,selfie@mediacapital.pt,https://selfie.iol.pt
128080,19-11-2024,Odesporto.pt,Online,Nacional,Informação Especializada,Semanal,Registo Definitivo,"R. 25 de Abril, n.º6",4550-107,Castelo de Paiva,Castelo de Paiva,Aveiro,José Augusto da Silva Santos Moreira,José Augusto da Silva Santos Moreira,,,José Augusto da Silva Santos Moreira,Castelo de Paiva,Aveiro,,jassantosster@gmail.com,https://www.odesporto.pt
128083,13-12-2024,Cruzada,Papel/Online,Nacional,Doutrinária,Mensal,Registo Definitivo,"R. de São Barnabé, 32",4710-309,Braga,Braga,Braga,Secretariado Nacional do Apostolado da Oração,António Pimentel Ferreira de Magalhães Sant'Ana,,,Secretariado Nacional do Apostolado da Oração,Braga,Braga,,diretor.nacional@rmop.pt,https://redemundialdeoracaodopapa.pt/
128084,13-12-2024,Mensageiro do Coração de Jesus,Papel/Online,Nacional,Doutrinária,Mensal,Registo Definitivo,"R. de São Barnabé, 32",4710-309,Braga,Braga,Braga,Secretariado Nacional do Apostolado da Oração,António Pimentel Ferreira de Magalhães Sant'Ana,,,Secretariado Nacional do Apostolado da Oração,Braga,Braga,,diretor.nacional@rmop.pt,https://redemundialdeoracaodopapa.pt/
128085,18-12-2024,Alentrium,Online,Regional,Informação Especializada,Diária,Registo Definitivo,"UNITATE - Campus Estrada Nacional, 4, Km 158",7150-234,Borba,Borba,Évora,Maria Augusta Laranjeira Marianito,Maria Augusta Laranjeira Marianito (Nome profissional: Augusta Serrano),,,Maria Augusta Laranjeira Marianito,Vila Viçosa,Évora,,augustaserrano@icloud.com,https://www.alentrium.pt
128087,02-01-2025,Santomensidade - Visão Global,Online,Nacional,Informação Especializada,Semanal,Registo Definitivo,"R. Raúl de Carvalho, lote 5 e 6 loja 1 e 2",1750-157,Lisboa,Lisboa,Lisboa,Celso Soares,Paulo António Leitão Monteiro,,,Culturface - Associação Cultural para o Desenvolvimento,Odivelas,Lisboa,,culturfaceis.acpd@gmail.com,https://www.magazinesantomensidade.com
128088,03-01-2025,"CH Magazine de Cultura, Lazer & Viagens",Online,Nacional,Informação Especializada,Diária,Registo Definitivo,"R. João de Castilho, 28 R/C",1300-322,Lisboa,Lisboa,Lisboa,Elsa Maria Teixeira Furtado,Elsa Maria Teixeira Furtado,,,Elsa Maria Teixeira Furtado,Lisboa,Lisboa,,elsafurtado@gmail.com,http://www.chmagazine.pt
128089,14-01-2025,Rádio Ribatejo,Online,Regional,Informação Geral,Semestral,Registo Definitivo,"Largo do Esteiro, 6",2050-261,Azambuja,Azambuja,Lisboa,Vitor Paulo Leitão Ferreira de Melo,Vitor Paulo Leitão Ferreira de Melo,,,Vitor Paulo Leitão Ferreira de Melo,Azambuja,Lisboa,,pauloferreirademelo@sapo.pt,http://www.radioribatejo.pt
128090,14-01-2025,Indústria Portuguesa - Motor da Economia,Papel,Nacional,Informação Especializada,Trimestral,Registo Definitivo,"Av. das Forças Armadas, 4, 8º B",1600-082,Lisboa,Lisboa,Lisboa,"Bleed - Sociedade Editorial e Organização de Eventos, Unipessoal, Lda.",Miguel Alberto Cardoso da Cruz Boavida,,,"Bleed - Sociedade Editorial e Organização de Eventos, Unipessoal, Lda.",Lisboa,Lisboa,,miguel.boavida@bleed.pt,https://www.bleed.pt
128091,16-01-2025,Correio Insular,Papel/Online,Regional,Informação Geral,Quinzenal,Registo Definitivo,"R. do Cruzeiro, 10 A",9760-446,Praia da Vitória,Praia da Vitória,Ilha Terceira,José da Silva Garcia Oliveira,José da Silva Garcia Oliveira,,,José da Silva Garcia Oliveira,Praia da Vitória,Ilha Terceira,Região Autónoma dos Açores,ci.geral.2023@gmail.com,https://www.correioinsular.wordpress.com
128092,23-01-2025,Sport2.me,Online,Nacional,Informação Especializada,12x ano,Registo Definitivo,"R. Soeiro Mendes, 168",4100-469,Porto,Porto,Porto,Pedro Rodrigo Melo Coelho,Pedro Rodrigo Melo Coelho,,,Pedro Rodrigo Melo Coelho,Porto,Porto,,prcoelho@outlook.pt,http://www.sport2.me
128093,23-01-2025,Prana Magazine,Online,Nacional,Informação Especializada,Mensal,Registo Definitivo,"R. Sacadura Cabral, 109, CV esq.",1495-704,Cruz Quebrada,Oeiras,Lisboa,Ana João da Silva Fernandes,Ana João da Silva Fernandes,,,Ana João da Silva Fernandes,Oeiras,Lisboa,,fernandes.anaj@gmail.com,http://www.pranamagazine.net
128094,23-01-2025,Blue Travel,Papel/Online,Nacional,Informação Especializada,Bimestral,Registo Definitivo,Av. Dr. Antunes Guimarães 788,4100-075,Porto,Porto,Porto,"Essência Eventos e Comunicação Unipessoal, Lda",José João dos Santos Pereira,,,"Essência Eventos e Comunicação Unipessoal, Lda",Porto,Porto,,josepinto@essenciacompany.com,http://www.revistabluetravel.com
128095,28-01-2025,Ludis Images,Online,Nacional,Informação Especializada,Mensal,Registo Definitivo,"Rua do Rego, n.º2",4750-428,Creixomil,Barcelos,Braga,Luis Filipe Ribeiro Eiras,Luis Filipe Ribeiro Eiras,,,Luis Filipe Ribeiro Eiras,Barcelos,Braga,,ludisimages@gmail.com,https://ludisimages.com/
128096,10-02-2025,Strada.pt,Online,Nacional,Informação Especializada,Trimestral,Registo Definitivo,"Rua da Cabreira, 83 R/C Dto",3810-071,Aveiro,Aveiro,Aveiro,Ana Bela Correia Nogueira,Ana Bela Correia Nogueira,,,Ana Bela Correia Nogueira,Aveiro,Aveiro,,editor@jornalstrada.com,http://www.jornalstrada.com
128097,17-02-2025,TB - Todas As Beiras,Online,Regional,Informação Geral,Diária,Registo Definitivo,"R. Vasco da Gama, 14, 2º Dt.",6300-772,Guarda,Guarda,Guarda,Gustavo Brás,Gustavo Brás,,,António Gustavo Gomes Brás,Guarda,Guarda,,antbras@gmail.com,http://www.todasasbeiras.pt
128098,17-02-2025,SóClássicas,Papel/Online,Nacional,Informação Especializada,Bimestral,Registo Definitivo,"R. Vasco da Gama, 40",7520-243,Sines,Sines,Setúbal,Claudete Filomena Richieri,José Pedro Mota Soares de Oliveira,,,Claudete Filomena Richieri,Sines,Setúbal,,clauricchieri@gmail.com,
128099,17-02-2025,Time Out Cascais,Papel/Online,Regional,Informação Especializada,Anual,Registo Definitivo,"Av. da Liberdade, 10 - 4.º",1250-144,Lisboa,Lisboa,Lisboa,"Time Out Portugal, Unipessoal, Lda.",Vera Constante Rodrigues de Moura Santos,,,"Time Out Portugal, Unipessoal, Lda.",Lisboa,Lisboa,,catarina.novais@timeout.com,https://www.timeout.pt/cascais/pt
128100,18-02-2025,Guia Fiscal,Online,Nacional,Informação Especializada,Anual,Registo Definitivo,"Av. Eng. Arantes e Oliveira, 13",1900-221,Lisboa,Lisboa,Lisboa,"Deco Proteste, Editores, Lda.",Cláudia Marisa Ferreira Maia,,,"Deco Proteste, Editores, Lda.",Lisboa,Lisboa,,claudia.maia@deco.proteste.pt,https://decoproteste.streamofbooks.com/guiafiscal2025/
128102,20-02-2025,Evmag,Online,Nacional,Informação Especializada,Semanal,Registo Definitivo,"Rua Padre Himalaia, 382 3.º esq.",4900-926,Viana do Castelo,Viana do Castelo,Viana do Castelo,Jorge Vila Maior Montez de Sousa,Jorge Vila Maior Montez de Sousa,,,Jorge Vila Maior Montez de Sousa,Viana do Castelo,Viana do Castelo,,jormontez@gmail.com,https://evmag.pt/
128103,27-02-2025,Penacova Actual,Online,Regional,Informação Geral,Diária,Registo Definitivo,"EN 110, n.º 4, 1.º Dto.",3360-190,Várzea,Penacova,Coimbra,"Penacova Actual, Unipessoal, Lda.",Pedro Manuel Fernandes Viseu,,,"Penacova Actual, Unipessoal, Lda.",Penacova,Coimbra,,penacovactual@gmail.com,https://penacovactual.eu/
128104,05-03-2025,Bantumen,Online,Nacional,Informação Especializada,Semanal,Registo Definitivo,"R. Vale Formoso de Cima, 156 - 3 D",1950-273,Lisboa,Lisboa,Lisboa,"Bantu Media, CRL",Marisa Mendes Rodrigues,,,"Bantu Media, CRL",Lisboa,Lisboa,,geral@bantumen.com,https://www.bantumen.com
128106,05-03-2025,Business Voice,Online,Nacional,Informação Especializada,Mensal,Registo Definitivo,"Tv. António Feliciano Castilho, 21 A - 1.º",4435-106,Rio Tinto,Gondomar,Porto,Manuel José Nogueira de Andrade,Manuel José Nogueira de Andrade,,,Manuel José Nogueira de Andrade,Gondomar,Porto,,rivisian@gmail.com,https://www.businessvoice.pt
128107,06-03-2025,O Cascalense Noticias do Concelho de Cascais,Online,Regional,Informação Geral,Semanal,Registo Definitivo,"Av. da República, 1511-1º A (Sul)",2775-275,Parede,Cascais,Lisboa,Guilherme Alves Martins Fafaiol,Guilherme Alves Martins Fafaiol ,,,Guilherme Alves Martins Fafaiol,Cascais,Lisboa,,guilherme.fafaiol@gmail.com,http://www.cascalense.pt
128109,06-03-2025,KJ – Knowledge Journal ,Online,Nacional,Informação Especializada,Semestral,Registo Definitivo,"Tv. Padre Vitorino de Sousa Alves, 2",4715-399,Braga,Braga,Braga,Juan José Fernández Muñoz,Ricardo Filipe da Silva Pocinho,Sílvia Clara Laurido da Silva,María Fernanda González Londra,Ricardo Filipe da Silva Pocinho,Coimbra,Coimbra,,info@academy-km.com,https://kmjournal.com/
128110,06-03-2025,Infobien,Online,Nacional,Informação Especializada,Semanal,Registo Definitivo,"Rua do Telheiro, n.º 13",7440-018,Alter do Chão,Alter do Chão,Portalegre,António Xavier Vaz Rato Meira Paulo,Rita Pestana Casquilho Alagoínha Ramalho,,,Rita Pestana Casquilho Alagoínha Ramalho,Alter do Chão,Portalegre,,ritapcramalho@gmail.com,https://bien.pt/
128111,07-03-2025,Comunicações,Online,Nacional,Informação Especializada,Trimestral,Registo Definitivo,"Av. João XXI, 78, R/C Esq.",1000-304,Lisboa,Lisboa,Lisboa,Isabel Travessa,Sandra Fazenda Almeida,,,APDC - Associação Portuguesa para o Desenvolvimento das Comunicações,Lisboa,Lisboa,,geral@apdc.pt,https://comunicacoes.apdc.pt
128112,10-03-2025,New In Braga,Online,Regional,Informação Especializada,Diária,Registo Definitivo,"Rua António Albino Machado, nº 13 B",1600-831,Lisboa,Lisboa,Lisboa,Jaime Henrique Martins Alberto,Jaime Henrique Martins Alberto,,,"Madmen, Lda.",Lisboa,Lisboa,,sandra.piedade@grupowat.com,https://newinbraga.nit.pt/
128113,10-03-2025,New In Barreiro,Online,Regional,Informação Especializada,Diária,Registo Definitivo,"Rua António Albino Machado, nº 13 B",1600-831,Lisboa,Lisboa,Lisboa,Jaime Henrique Martins Alberto,Jaime Henrique Martins Alberto,,,"Madmen, Lda.",Lisboa,Lisboa,,sandra.piedade@grupowat.com,https://newinbarreiro.nit.pt/
128114,10-03-2025,New In Amadora,Online,Regional,Informação Especializada,Diária,Registo Definitivo,"Rua António Albino Machado, 13 B",1600-831,Lisboa,Lisboa,Lisboa,Jaime Henrique Martins Alberto,Jaime Henrique Martins Alberto,,,"Madmen, Lda.",Lisboa,Lisboa,,sandra.piedade@grupowat.com,https://newinamadora.nit.pt/
128115,13-03-2025,Cardus,Online,Nacional,Informação Especializada,Mensal,Registo Definitivo,"R. das Oficinas a Vapor, 14",2730-284,Barcarena,Oeiras,Lisboa,Edmundo Baptista Cardeira,Edmundo Baptista Cardeira,,,Edmundo Baptista Cardeira,Oeiras,Lisboa,,edmundo@cardeira.net,http://www.cardus.online
128117,17-03-2025,24Horas,Online,Nacional,Informação Geral,Diária,Registo Definitivo,"R. General Ferreira Martins, 6-D",1495-137,Miraflores,Oeiras,Lisboa,"Pressco, Lda.",Mário Manuel Sena Brogueira Monterroso Carneiro,,,"Pressco, Lda.",Oeiras,Lisboa,,zpf@zpf.pt,http://www.24horas.pt
128119,18-03-2025,Alcobacadigital.com,Papel/Online,Regional,Informação Especializada,Trimestral,Registo Definitivo,"Rua de São Domingos, 2",3530-076,Tibalde,Mangualde,Viseu,Miguel José Santos Gabriel,Miguel José Santos Gabriel,,,Miguel José Santos Gabriel,Mangualde,Viseu,,miguelsantos.gabriel@hotmail.com,https://www.alcobacadigital.com
128120,19-03-2025,Cake Art Magazine by Sophia Fox,Online,Nacional,Informação Especializada,Trimestral,Registo Definitivo,Avenida dos Redondos nº 175 2º Esq. ,2865-496,Fernão Ferro,Seixal,Setúbal,Sofia Almeida Raposo,Sofia Almeida Raposo ,,,Sofia Almeida Raposo,Seixal,Setúbal,,sofia.almeida.raposo.pt@gmail.com,https://www.cakeartmagazine.com/
128122,20-03-2025,Musica.com.pt,Online,Nacional,Informação Especializada,Diária,Registo Definitivo,"Avenida 25 de Abril, 1, 5 Esq.",3510-118,Viseu,Viseu,Viseu,Rui Pedro Viana e Carmo Pereira Ribeiro,Rui Pedro Viana e Carmo Pereira Ribeiro,,,Rui Pedro Viana e Carmo Pereira Ribeiro,Viseu,Viseu,,info@musica.com.pt,https://musica.com.pt/
128123,25-03-2025,Como Assim?,Papel/Online,Regional,Informação Especializada,Semestral,Registo Definitivo,"EB1 do Louredo 2, Sr. Jesus dos Aflitos",7005-874,Évora,Évora,Évora,Associação Aldeia das Ciências,Diana Filipa Nobre Valadas,,,Associação Aldeia das Ciências,Évora,Évora,,ines.ferreira@aldeiadasciencias.org,
128125,31-03-2025,AbrilAbril,Online,Nacional,Informação Geral,Diária,Registo Definitivo,"Av. Engº Arantes e Oliveira, 5, S/Loja D",1900-221,Lisboa,Lisboa,Lisboa,A.B.B. - Associação Abril Abril,Maria da Graça Martins Gonçalves,,,A.B.B. - Associação Abril Abril,Lisboa,Lisboa,,geral@abrilabril.pt,https://www.abrilabril.pt
128126,02-04-2025,Conectv,Online,Regional,Informação Geral,Diária,Registo Definitivo,"R. Filipe Ferrer, 33 AM",8005-334,Faro,Faro,Faro,Euds Ricardo Consoli Polito,Euds Ricardo Consoli Polito,,,Euds Ricardo Consoli Polito,Faro,Faro,,eudsricardo@conectv.tv,http://www.conectv.tv
128128,14-04-2025,Em Causa,Online,Nacional,Doutrinária,Mensal,Registo Definitivo,"R. Febo Moniz, 13, R/C,",1150-152,Lisboa,Lisboa,Lisboa,Associação Causa Pública,José Vítor Pereira Garutti Malheiros,,,Associação Causa Pública,Lisboa,Lisboa,,direcao@causapublica.org,https://www.emcausa.org
128129,14-04-2025,Notícias de Albergaria,Online,Regional,Informação Geral,Diária,Registo Definitivo,"Rua António Ribeiro de Matos, 257",3750-303,Águeda,Águeda,Aveiro,Nuno Miguel Domingues Soares,Nuno Miguel Domingues Soares,,,"TVC Televisão do Centro, Lda.",Águeda,Aveiro,,geral@tvc.pt,https://noticiasdealbergaria.pt/
128130,17-04-2025,Notários Portugueses,Online,Nacional,Informação Especializada,Trimestral,Registo Definitivo,"Av. Visconde de Valmor, 19A",1000-290,Lisboa,Lisboa,Lisboa,António Jorge dos Santos Batista da Silva,António Jorge dos Santos Batista da Silva,,,Ordem dos Notários,Lisboa,Lisboa,,geral@notarios.pt,https://ordem.notarios.pt/revista-np
128131,17-04-2025,Portal Margem Sul,Online,Regional,Informação Geral,Diária,Registo Definitivo,"R. Cidade de Rabat, 41 B",1500-159,Lisboa,Lisboa,Lisboa,"Neurónio Criativo, Unipessoal, LDA",Rogério Manuel de Sousa Mendes Junior,,,"Neurónio Criativo, Unipessoal Lda.",Sintra,Lisboa,,rogerio.junior@neuroniocriativo.pt,https://margemsul.sapo.pt/
128132,22-04-2025,Entrerios,Papel/Online,Nacional,Informação Especializada,Mensal,Registo Definitivo,"R. Marcos de Assunção, Almada Business Center, Edif.4, 1º andar, Escr. 1.07",2805-290,Almada,Almada,Setúbal,"Tarefaprazível, Lda.",Susana Gaião Baptista Mota,,,"Tarefaprazível, Lda.",Almada,Setúbal,,tarefaprazivel2023@gmail.com,https://revistaentrerios.pt/
128133,24-04-2025,TV Mangualde,Online,Regional,Informação Geral,Diária,Registo Definitivo,"R. Capitão Oliveira Matta, 1, 1º Dto.",2670-510,Loures,Loures,Lisboa,Nuno Cerqueira,Filipe Ricardo Gonçalves Oitavem,,,Filipe Ricardo Gonçalves Oitavem,Loures,Lisboa,,filipeoitavem@gmail.com,https://www.tvmangualde.pt
128134,24-04-2025,Revela Arrábida,Online,Regional,Informação Geral,Diária (dias úteis),Registo Definitivo,"R. Luta do Povo, 18",2910-119,Setúbal,Setúbal,Setúbal,Tiago Alexandre Gabriel de Almeida,Filipa Isabel Pedro Pereira,,,Vírgulas Curiosas Lda.,Setúbal,Setúbal,,geral@revelaarrabida.pt,https://www.revelaarrabida.pt
128135,30-04-2025,Novum Jornal,Papel/Online,Regional,Informação Geral,Quinzenal,Registo Definitivo,"Av. dos Bombeiros Voluntários, Edifício Nova Paredes, Lj. 36",4580-053,Paredes,Paredes,Porto,Sara Filipa Mendes Jesus,Sara Filipa Mendes Jesus,,,"Crepúsculobservador, Lda.",Paredes,Porto,,jorgeribeirodasilva@novumcanal.pt,http://www.novumcanal.pt
128136,05-05-2025,Betano Mag,Papel/Online,Nacional,Informação Especializada,4 x ano,Registo Definitivo,"R. da Artilharia Um, 79, 6º",1269-160,Lisboa,Lisboa,Lisboa,Kaizen Gaming International Limited - Sucursal Portugal,João Carlos Rodrigues Neves Cidra,,,Kaizen Gaming International Limited - Sucursal Portugal,Lisboa,Lisboa,,j.cidra@kaizengaming.com,https://blog.betano.pt/betano-mag
128137,07-05-2025,Jurisdição Administrativa e Fiscal em Revista,Papel/Online,Nacional,Informação Especializada,Semestral,Registo Definitivo,"R. João da Silva, 38, 2º Dto.",2775-586,Carcavelos,Cascais,Lisboa,"Letras e Conceitos - Unipessoal, Lda.",Eliana de Almeida Pinto,,,"Letras e Conceitos - Unipessoal, Lda.",Cascais,Lisboa,,info@revistajaf.pt,https://www.revistajaf.pt
128138,09-05-2025,Informação Hospital da Luz - Edição Especial,Papel/Online,Nacional,Informação Especializada,Semestral,Registo Definitivo,"Rua Carlos Alberto da Mota Pinto, 17 - 9.º (Edifício Amoreiras Square)",1070-313,Lisboa,Lisboa,Lisboa,"Luz Saúde, SA",João Paulo Gama,,,"Luz Saúde, SA",Lisboa,Lisboa,,geral@luzsaude.pt,https://www.hospitaldaluz.pt
128139,12-05-2025,Lance D'elas,Online,Nacional,Informação Especializada,Diária,Registo Definitivo,"Loteamento da Cocheira, 50 -1 Esq.",5370-182,Mirandela,Mirandela,Bragança,Lidiane Moraes Da Cunha,Catarina Silva Pinto,,,Lidiane Moraes Da Cunha,Mirandela,Bragança,,lidianemoraes_hp@hotmail.com,https://lancedelas.pt/
128140,12-05-2025,Education in Portugal Magazine,Papel/Online,Nacional,Informação Especializada,Anual,Registo Definitivo,"Urbanização Lagoa Sol, R. do Município de São Domingos, Lote 3 RC",8400-357,Lagoa,Lagoa (Algarve),Faro,"Anglopress - Edições e Publicidade, Lda.",Bruno G. Santos,,,"Anglopress - Edições e Publicidade, Lda.",Lagoa (Algarve),Faro,,sam@theportugalnews.com,http://educationinportugal.com
128141,14-05-2025,OffRoad Moto,Online,Nacional,Informação Especializada,Diária,Registo Definitivo,"Edif. StartUp, Sintra, R. Retiro dos Pacatos, 50 - sala 10",2635-224,Covas,Sintra,Lisboa,"Editorial Grupo V - Portugal, Lda",Domingos Duarte dos Santos Janeiro,,,"Editorial Grupo V - Portugal, Lda",Sintra,Lisboa,,a.lobo@grupov.com,https://offroadmoto.motosport.com.pt
128142,15-05-2025,ECOAvenida,Online,Nacional,Informação Especializada,Semanal,Registo Definitivo,"Rua Joshua Benoliel, nº 6 - 3º B e C",1250-133,Lisboa,Lisboa,Lisboa,"Swipe News, S.A.",António Augusto Ramos Oliveira Costa,,,"Swipe News, S.A.",Lisboa,Lisboa,,administrativo@eco.pt,https://eco.sapo.pt/eco-avenida/
128143,22-05-2025,Pensar,Online,Nacional,Informação Especializada,Semanal,Registo Definitivo,"Bloco 1, Caixa 12",7330-151,Vale de Rodão,Marvão,Portalegre,Jorge Van Krieken Mota,Jorge Van Krieken Mota,,,Jorge Van Krieken Mota,Marvão,Portalegre,,vankrieken@gmail.com,http://www.pensar.pt
128144,26-05-2025,Rimas e Batidas,Online,Nacional,Informação Especializada,Diária,Registo Definitivo,"Rua da Estrada, 129",6355-020,Amoreira,Almeida,Guarda,Rui Miguel Santos Ribeiro Neves de Abreu,Rui Miguel Santos Ribeiro Neves de Abreu,,,"Rui Miguel Abreu - Produções Musicais, Unipessoal Lda",Almeida,Guarda,,fatimamineiro@gmail.com,https://www.rimasebatidas.pt
